city,city_ascii,lat,lng,country,«·≈”„,iso2,iso3,admin_name,capital,population,id
Si Mustapha,Si Mustapha,36.7247,3.6153,Algeria,«·Ã“«∆—,DZ,DZA,Boumerdes,,12087,1012130143
Sidi Bel AbbËs,Sidi Bel Abbes,35.2,-0.6333,Algeria,«·Ã“«∆—,DZ,DZA,Sidi Bel AbbËs,admin,212935,1012123414
Sidi Daoud,Sidi Daoud,36.85,3.85,Algeria,«·Ã“«∆—,DZ,DZA,Boumerdes,,16900,1012618002
Sidi Namane,Sidi Namane,36.7581,3.9839,Algeria,«·Ã“«∆—,DZ,DZA,Boumerdes,,10688,1012820383
Skikda,Skikda,36.8667,6.9,Algeria,«·Ã“«∆—,DZ,DZA,Skikda,admin,163318,1012619903
Souama,Souama,36.6417,4.3416,Algeria,«·Ã“«∆—,DZ,DZA,Tizi Ouzou,,9954,1012240654
Souk Ahras,Souk Ahras,36.2864,7.9511,Algeria,«·Ã“«∆—,DZ,DZA,Souk Ahras,admin,155259,1012419619
Souk el Had,Souk el Had,36.6909,3.5889,Algeria,«·Ã“«∆—,DZ,DZA,Boumerdes,,6693,1012532288
Souma,Souma,36.5183,2.9053,Algeria,«·Ã“«∆—,DZ,DZA,Blida,,37461,1012378735
TadmaÔt,Tadmait,36.7427,3.9019,Algeria,«·Ã“«∆—,DZ,DZA,Boumerdes,,22838,1012245949
Takerbouzt,Takerbouzt,36.418,4.3428,Algeria,«·Ã“«∆—,DZ,DZA,Bouira,,14000,1012858445
Tala Yfassene,Tala Yfassene,36.4583,5.0889,Algeria,«·Ã“«∆—,DZ,DZA,SÈtif,,20337,1012098651
Tamanrasset,Tamanrasset,22.785,5.5228,Algeria,«·Ã“«∆—,DZ,DZA,Tamanrasset,admin,76000,1012765474
Taourga,Taourga,36.7938,3.9463,Algeria,«·Ã“«∆—,DZ,DZA,Boumerdes,,7882,1012841664
Tassamert,Tassamert,36.2693,4.823,Algeria,«·Ã“«∆—,DZ,DZA,Bordj Bou ArrÈridj,,5269,1012240413
TÈbessa,Tebessa,35.4,8.1167,Algeria,«·Ã“«∆—,DZ,DZA,TÈbessa,admin,194461,1012196375
Thenia,Thenia,36.7278,3.5539,Algeria,«·Ã“«∆—,DZ,DZA,Boumerdes,,21439,1012908635
Tiaret,Tiaret,35.3667,1.3167,Algeria,«·Ã“«∆—,DZ,DZA,Tiaret,admin,178915,1012785868
Tichi,Tichi,36.6675,5.1601,Algeria,«·Ã“«∆—,DZ,DZA,BejaÔa,,16546,1012798792
Tifra,Tifra,36.6664,4.6972,Algeria,«·Ã“«∆—,DZ,DZA,BejaÔa,,8547,1012591585
Tigzirt,Tigzirt,36.8931,4.1225,Algeria,«·Ã“«∆—,DZ,DZA,Tizi Ouzou,,11962,1012150824
Timimoun,Timimoun,29.25,0.2333,Algeria,«·Ã“«∆—,DZ,DZA,Adrar,admin,33060,1012351010
Timizart,Timizart,36.8,4.2667,Algeria,«·Ã“«∆—,DZ,DZA,Tizi Ouzou,,28996,1012767619
Timoktene,Timoktene,27.0217,1.015,Algeria,«·Ã“«∆—,DZ,DZA,Adrar,,18598,1012254407
Tindouf,Tindouf,27.6753,-8.1286,Algeria,«·Ã“«∆—,DZ,DZA,Tindouf,admin,45610,1012450434
Tipasa,Tipasa,36.5942,2.443,Algeria,«·Ã“«∆—,DZ,DZA,Tipaza,admin,25225,1012866308
Tirmitine,Tirmitine,36.6618,3.9848,Algeria,«·Ã“«∆—,DZ,DZA,Tizi Ouzou,,19027,1012932001
Tissemsilt,Tissemsilt,35.6072,1.8106,Algeria,«·Ã“«∆—,DZ,DZA,Tissemsilt,admin,75197,1012743339
Tizi Gheniff,Tizi Gheniff,36.5891,3.7678,Algeria,«·Ã“«∆—,DZ,DZA,Boumerdes,,29409,1012794312
Tizi Ouzou,Tizi Ouzou,36.7169,4.0497,Algeria,«·Ã“«∆—,DZ,DZA,Tizi Ouzou,admin,135088,1012126997
Tizi Rached,Tizi Rached,36.6718,4.1918,Algeria,«·Ã“«∆—,DZ,DZA,Tizi Ouzou,,17161,1012966884
Tizi-n-Bechar,Tizi-n-Bechar,36.4311,5.36,Algeria,«·Ã“«∆—,DZ,DZA,BejaÔa,,21086,1012925118
Tizi-n-Tleta,Tizi-n-Tleta,36.5457,4.0571,Algeria,«·Ã“«∆—,DZ,DZA,Tizi Ouzou,,15479,1012925920
Tlemcen,Tlemcen,34.8828,-1.3167,Algeria,«·Ã“«∆—,DZ,DZA,Tlemcen,admin,173531,1012978325
Toudja,Toudja,36.7586,4.8933,Algeria,«·Ã“«∆—,DZ,DZA,BejaÔa,,9827,1012114797
Touggourt,Touggourt,33.1,6.0667,Algeria,«·Ã“«∆—,DZ,DZA,Ouargla,admin,39409,1012546670
Yakouren,Yakouren,36.7348,4.4386,Algeria,«·Ã“«∆—,DZ,DZA,Tizi Ouzou,,12203,1012612535
Pago Pago,Pago Pago,-14.274,-170.7046,American Samoa,”«„Ê« «·√„—ÌﬂÌ…,AS,ASM,,primary,12576,1016976740
Andorra la Vella,Andorra la Vella,42.5,1.5,Andorra,√‰œÊ—«,AD,AND,Andorra la Vella,primary,22615,1020828846
Canillo,Canillo,42.5664,1.6009,Andorra,√‰œÊ—«,AD,AND,Canillo,admin,4103,1020594179
Encamp,Encamp,42.5361,1.5828,Andorra,√‰œÊ—«,AD,AND,Encamp,admin,12338,1020417470
Escaldes-Engordany,Escaldes-Engordany,42.5089,1.5408,Andorra,√‰œÊ—«,AD,AND,Escaldes-Engordany,admin,14521,1020008674
La Massana,La Massana,42.5442,1.5164,Andorra,√‰œÊ—«,AD,AND,La Massana,admin,10076,1020543453
Ordino,Ordino,42.555,1.5331,Andorra,√‰œÊ—«,AD,AND,Ordino,admin,4545,1020655238
Sant Juli‡ de L?ria,Sant Julia de Loria,42.47,1.49,Andorra,√‰œÊ—«,AD,AND,Sant Juli‡ de L?ria,admin,9156,1020885733
Alto-Cuilo,Alto-Cuilo,-10.05,19.5167,Angola,√‰€Ê·«,AO,AGO,Lunda Sul,,21004,1024029875
Ambriz,Ambriz,-7.85,13.1167,Angola,√‰€Ê·«,AO,AGO,Bengo,,17000,1024609563
Ba?a Farta,Baia Farta,-12.6128,13.1987,Angola,√‰€Ê·«,AO,AGO,Benguela,,107841,1024743438
Bala Cangamba,Bala Cangamba,-13.6996,19.86,Angola,√‰€Ê·«,AO,AGO,Moxico,,1307,1024668438
Balombo,Balombo,-12.35,14.7667,Angola,√‰€Ê·«,AO,AGO,Benguela,,108965,1024251027
Barra do Dande,Barra do Dande,-8.4728,13.3731,Angola,√‰€Ê·«,AO,AGO,Bengo,,222528,1024937810
Belas,Belas,-9.0689,13.1608,Angola,√‰€Ê·«,AO,AGO,Luanda,,500000,1024196826
Benguela,Benguela,-12.55,13.4167,Angola,√‰€Ê·«,AO,AGO,Benguela,admin,561775,1024141961
Bocoio,Bocoio,-12.4667,14.1333,Angola,√‰€Ê·«,AO,AGO,Benguela,,164685,1024922883
Bolongongo,Bolongongo,-8.4667,15.25,Angola,√‰€Ê·«,AO,AGO,Kwanza Norte,,13019,1024319966
Cabinda,Cabinda,-5.5667,12.2,Angola,√‰€Ê·«,AO,AGO,Cabinda,admin,550000,1024474012
Cacolo,Cacolo,-10.1365,19.2865,Angola,√‰€Ê·«,AO,AGO,Lunda Sul,,984,1024592975
Cacongo,Cacongo,-5.2333,12.1333,Angola,√‰€Ê·«,AO,AGO,Cabinda,,21000,1024356360
Cacuaco,Cacuaco,-8.7833,13.3667,Angola,√‰€Ê·«,AO,AGO,Luanda,,1279488,1024559448
Cahama,Cahama,-16.2833,14.3167,Angola,√‰€Ê·«,AO,AGO,Cunene,,70061,1024638606
Caimbambo,Caimbambo,-12.9,14.0833,Angola,√‰€Ê·«,AO,AGO,Benguela,,90838,1024891825
Calenga,Calenga,-11.3196,16.2,Angola,√‰€Ê·«,AO,AGO,BiÈ,,531,1024822780
Calulo,Calulo,-9.9996,14.9,Angola,√‰€Ê·«,AO,AGO,Kwanza Sul,,795,1024545873
Caluquembe,Caluquembe,-13.9208,14.5347,Angola,√‰€Ê·«,AO,AGO,Hu?la,,25933,1024240126
Camabatela,Camabatela,-8.1833,15.3667,Angola,√‰€Ê·«,AO,AGO,Kwanza Norte,,61769,1024701540
Camacupa,Camacupa,-12.0167,17.4833,Angola,√‰€Ê·«,AO,AGO,BiÈ,,19150,1024037086
Cambambe,Cambambe,-9.7431,14.4914,Angola,√‰€Ê·«,AO,AGO,Kwanza Norte,,90766,1024312565
Capenda Camulemba,Capenda Camulemba,-9.4233,18.4328,Angola,√‰€Ê·«,AO,AGO,Lunda Norte,,80000,1024864144
Cassongue,Cassongue,-11.8333,15,Angola,√‰€Ê·«,AO,AGO,Kwanza Sul,,117000,1024511668
Catabola,Catabola,-12.1167,17.3,Angola,√‰€Ê·«,AO,AGO,BiÈ,,126631,1024994288
Catape,Catape,-13.7667,15.0833,Angola,√‰€Ê·«,AO,AGO,Hu?la,,167820,1024321158
Catchiungo,Catchiungo,-12.5667,16.2333,Angola,√‰€Ê·«,AO,AGO,Huambo,,120677,1024414170
Catumbela,Catumbela,-12.4167,13.5333,Angola,√‰€Ê·«,AO,AGO,Benguela,,175805,1024821574
Caxito,Caxito,-8.5785,13.6642,Angola,√‰€Ê·«,AO,AGO,Bengo,admin,77276,1024050171
Cazombo,Cazombo,-11.9058,22.9217,Angola,√‰€Ê·«,AO,AGO,Moxico,,298,1024334740
Chibemba,Chibemba,-15.7355,13.8905,Angola,√‰€Ê·«,AO,AGO,Hu?la,,1502,1024009942
Chibia,Chibia,-15.1833,13.7,Angola,√‰€Ê·«,AO,AGO,Hu?la,,190670,1024017930
Chicomba,Chicomba,-14.1333,14.9167,Angola,√‰€Ê·«,AO,AGO,Hu?la,,131807,1024892795
Chinguar,Chinguar,-12.55,16.3333,Angola,√‰€Ê·«,AO,AGO,BiÈ,,129370,1024191137
Chipindo,Chipindo,-13.8244,15.8,Angola,√‰€Ê·«,AO,AGO,Hu?la,,64714,1024089157
Chitembo,Chitembo,-13.5167,16.7667,Angola,√‰€Ê·«,AO,AGO,BiÈ,,78156,1024103269
Chongoroi,Chongoroi,-13.5667,13.95,Angola,√‰€Ê·«,AO,AGO,Benguela,,87278,1024105319
Conda,Conda,-11.1667,14.5,Angola,√‰€Ê·«,AO,AGO,Kwanza Sul,,89479,1024402215
Cuango,Cuango,-9.1444,18.0464,Angola,√‰€Ê·«,AO,AGO,Lunda Norte,,183767,1024514740
Cubal,Cubal,-13.1117,14.3672,Angola,√‰€Ê·«,AO,AGO,Benguela,,357618,1024580158
Cuchi,Cuchi,-14.6372,16.9611,Angola,√‰€Ê·«,AO,AGO,Kuando Kubango,,42974,1024135358
Cuemba,Cuemba,-12.15,18.0833,Angola,√‰€Ê·«,AO,AGO,BiÈ,,56963,1024686026
Cuito,Cuito,-12.3833,16.9333,Angola,√‰€Ê·«,AO,AGO,BiÈ,admin,114000,1024939858
Cuito Cuanavale,Cuito Cuanavale,-15.1639,19.1731,Angola,√‰€Ê·«,AO,AGO,Kuando Kubango,,40829,1024195525
Dondo,Dondo,-9.6942,14.4228,Angola,√‰€Ê·«,AO,AGO,Kwanza Norte,,2353,1024323066
Dundo,Dundo,-7.38,20.83,Angola,√‰€Ê·«,AO,AGO,Lunda Norte,admin,11985,1024121799
Gabela,Gabela,-10.85,14.3667,Angola,√‰€Ê·«,AO,AGO,Kwanza Sul,,271843,1024159015
Ganda,Ganda,-13.0167,14.6333,Angola,√‰€Ê·«,AO,AGO,Benguela,,235486,1024320952
Huambo,Huambo,-12.7667,15.7333,Angola,√‰€Ê·«,AO,AGO,Huambo,admin,665564,1024079828
Humpata,Humpata,-15.0725,13.3678,Angola,√‰€Ê·«,AO,AGO,Hu?la,,89144,1024063224
Kuvango,Kuvango,-14.4667,16.3,Angola,√‰€Ê·«,AO,AGO,Hu?la,,78543,1024458480
Lobito,Lobito,-12.3597,13.5308,Angola,√‰€Ê·«,AO,AGO,Benguela,,393079,1024128946
Londuimbali,Londuimbali,-12.2419,15.3133,Angola,√‰€Ê·«,AO,AGO,Huambo,,134254,1024280825
Longonjo,Longonjo,-12.9067,15.1864,Angola,√‰€Ê·«,AO,AGO,Huambo,,24350,1024081092
Luanda,Luanda,-8.8383,13.2344,Angola,√‰€Ê·«,AO,AGO,Luanda,primary,8883000,1024949724
Luau,Luau,-10.7,22.2333,Angola,√‰€Ê·«,AO,AGO,Moxico,,90000,1024699465
Lubalo,Lubalo,-9.15,19.2833,Angola,√‰€Ê·«,AO,AGO,Lunda Norte,,20631,1024568664
Lubango,Lubango,-14.9167,13.5,Angola,√‰€Ê·«,AO,AGO,Hu?la,admin,776249,1024669127
Lucapa,Lucapa,-8.4228,20.7393,Angola,√‰€Ê·«,AO,AGO,Lunda Norte,,154305,1024056286
Luena,Luena,-11.79,19.9,Angola,√‰€Ê·«,AO,AGO,Moxico,admin,21115,1024283760
Malanje,Malanje,-9.5469,16.3387,Angola,√‰€Ê·«,AO,AGO,Malanje,admin,125856,1024774947
Mavinga,Mavinga,-15.7895,20.36,Angola,√‰€Ê·«,AO,AGO,Kuando Kubango,,30000,1024585059
Mbanza Kongo,Mbanza Kongo,-6.2667,14.25,Angola,√‰€Ê·«,AO,AGO,Zaire,admin,148000,1024532464
Menongue,Menongue,-14.6556,17.6842,Angola,√‰€Ê·«,AO,AGO,Kuando Kubango,admin,320914,1024725650
MoÁ‚medes,Mocamedes,-15.1953,12.1508,Angola,√‰€Ê·«,AO,AGO,Namibe,admin,255000,1024785067
Muconda,Muconda,-10.6,21.3167,Angola,√‰€Ê·«,AO,AGO,Lunda Sul,,2324,1024646532
Mungo,Mungo,-11.6667,16.1667,Angola,√‰€Ê·«,AO,AGO,Huambo,,113417,1024065318
Namacunde,Namacunde,-17.3,15.85,Angola,√‰€Ê·«,AO,AGO,Cunene,,142047,1024843393
Nambuangongo,Nambuangongo,-8.0483,14.3372,Angola,√‰€Ê·«,AO,AGO,Bengo,,60883,1024536521
Ndalatando,Ndalatando,-9.3,14.9167,Angola,√‰€Ê·«,AO,AGO,Kwanza Norte,admin,161584,1024645515
Ndjamba,Ndjamba,-14.7,16.0667,Angola,√‰€Ê·«,AO,AGO,Hu?la,,105090,1024911597
Negage,Negage,-7.7667,15.2667,Angola,√‰€Ê·«,AO,AGO,U?ge,,137559,1024978551
Nzeto,Nzeto,-7.229,12.865,Angola,√‰€Ê·«,AO,AGO,Zaire,,11633,1024025450
Ondjiva,Ondjiva,-17.0667,15.7333,Angola,√‰€Ê·«,AO,AGO,Cunene,admin,121537,1024504085
Porto Amboim,Porto Amboim,-10.7183,13.75,Angola,√‰€Ê·«,AO,AGO,Kwanza Sul,,137000,1024818756
Porto Alexandre,PortoAlexandre,-15.8032,11.8459,Angola,√‰€Ê·«,AO,AGO,Namibe,,40000,1024489244
Quibala,Quibala,-10.7311,15.0003,Angola,√‰€Ê·«,AO,AGO,Kwanza Sul,,163991,1024007950
Quilenda,Quilenda,-10.6333,14.3333,Angola,√‰€Ê·«,AO,AGO,Kwanza Sul,,97648,1024011632
Quilengues,Quilengues,-14.0814,14.0764,Angola,√‰€Ê·«,AO,AGO,Hu?la,,113825,1024895987
Quipungo,Quipungo,-14.8167,14.5167,Angola,√‰€Ê·«,AO,AGO,Hu?la,,158918,1024929138
Saurimo,Saurimo,-9.6589,20.3934,Angola,√‰€Ê·«,AO,AGO,Lunda Sul,admin,393000,1024326839
Soio,Soio,-6.1333,12.3667,Angola,√‰€Ê·«,AO,AGO,Zaire,,67491,1024903782
Songo,Songo,-7.3496,14.85,Angola,√‰€Ê·«,AO,AGO,U?ge,,10579,1024923411
Sumbe,Sumbe,-11.2052,13.8417,Angola,√‰€Ê·«,AO,AGO,Kwanza Sul,admin,279968,1024297937
Talatona,Talatona,-8.9167,13.1833,Angola,√‰€Ê·«,AO,AGO,Luanda,,500000,1024988332
Tchindjendje,Tchindjendje,-12.8167,14.9333,Angola,√‰€Ê·«,AO,AGO,Huambo,,30443,1024902504
Tchitado,Tchitado,-17.3196,13.92,Angola,√‰€Ê·«,AO,AGO,Cunene,,500,1024158837
Tchitato,Tchitato,-7.345,20.8198,Angola,√‰€Ê·«,AO,AGO,Lunda Norte,,195136,1024883433
Uacu Cungo,Uacu Cungo,-11.3583,15.1194,Angola,√‰€Ê·«,AO,AGO,Kwanza Sul,,90000,1024677127
Ucuma,Ucuma,-12.85,15.0667,Angola,√‰€Ê·«,AO,AGO,Huambo,,55054,1024023900
U?ge,Uige,-7.6087,15.0613,Angola,√‰€Ê·«,AO,AGO,U?ge,admin,322531,1024666275
Vila Teixeira da Silva,Vila Teixeira da Silva,-12.1958,15.8556,Angola,√‰€Ê·«,AO,AGO,Huambo,,294494,1024863343
Xangongo,Xangongo,-16.7467,14.9747,Angola,√‰€Ê·«,AO,AGO,Cunene,,447,1024323582
The Valley,The Valley,18.2167,-63.05,Anguilla,√‰€Ì·«,AI,AIA,,primary,,1660698387
Saint Johnís,Saint John's,17.1211,-61.8447,Antigua And Barbuda,√‰ Ì€Ê« Ê»—»Êœ«,AG,ATG,Saint John,primary,21926,1028912067
Abra Pampa,Abra Pampa,-22.7167,-65.7,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Jujuy,minor,4480,1032997640
Adrogue,Adrogue,-34.8,-58.3833,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,,28265,1032827397
Aldo Bonzi,Aldo Bonzi,-34.7083,-58.5181,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,,18175,1032281187
Allen,Allen,-38.9772,-67.8272,Argentina,«·√—Ã‰ Ì‰,AR,ARG,R?o Negro,,22859,1032144191
Alta Gracia,Alta Gracia,-31.6667,-64.4333,Argentina,«·√—Ã‰ Ì‰,AR,ARG,C?rdoba,minor,48140,1032411567
Alto R?o Senguer,Alto Rio Senguer,-45.0419,-70.8234,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Chubut,minor,1570,1032532362
A?atuya,Anatuya,-28.4667,-62.8333,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Santiago del Estero,minor,14133,1032511298
Arist?bulo del Valle,Aristobulo del Valle,-27.0952,-54.897,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Misiones,,38000,1032611762
Armstrong,Armstrong,-32.7819,-61.6019,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Santa Fe,,11181,1032420901
Avellaneda,Avellaneda,-34.6625,-58.3678,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,24313,1032478683
Avellaneda,Avellaneda,-29.1175,-59.6583,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Santa Fe,,23341,1032387319
Ayacucho,Ayacucho,-37.1525,-58.4882,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,17364,1032171567
Azul,Azul,-36.7833,-59.85,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,55728,1032652005
Bah?a Blanca,Bahia Blanca,-38.7167,-62.2667,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,299101,1032795766
Balcarce,Balcarce,-37.8464,-58.2556,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,38823,1032847478
Banfield,Banfield,-34.75,-58.3833,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,,223898,1032997685
Baradero,Baradero,-33.8,-59.5167,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,28537,1032310302
BelÈn,Belen,-27.6496,-67.0333,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Catamarca,minor,11359,1032969950
Bell Ville,Bell Ville,-32.6333,-62.6833,Argentina,«·√—Ã‰ Ì‰,AR,ARG,C?rdoba,minor,33835,1032028928
Bella Vista,Bella Vista,-34.5333,-58.6667,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,,72000,1032720412
Benito Ju?rez,Benito Juarez,-37.6833,-59.8,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,10609,1032382110
Berazategui,Berazategui,-34.7679,-58.2133,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,180523,1032535314
Bernal,Bernal,-34.7,-58.2833,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,,109914,1032030395
Bialet MassÈ,Bialet Masse,-31.3214,-64.4694,Argentina,«·√—Ã‰ Ì‰,AR,ARG,C?rdoba,,5425,1032393908
Bragado,Bragado,-35.1167,-60.5,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,33222,1032509795
Brandsen,Brandsen,-35.1667,-58.2167,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,19877,1032251860
Buenos Aires,Buenos Aires,-34.5997,-58.3819,Argentina,«·√—Ã‰ Ì‰,AR,ARG,"Buenos Aires, Ciudad Aut?noma de",primary,16216000,1032717330
Burzaco,Burzaco,-34.8167,-58.3667,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,,98859,1032073218
Cafayate,Cafayate,-26.07,-65.98,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Salta,minor,11785,1032961594
Caleta Olivia,Caleta Olivia,-46.4333,-67.5333,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Santa Cruz,,51733,1032563209
Campana,Campana,-34.1667,-58.9167,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,86860,1032345885
Ca?ada de G?mez,Canada de Gomez,-32.8167,-61.4,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Santa Fe,minor,29205,1032264958
Capilla del Monte,Capilla del Monte,-30.85,-64.5167,Argentina,«·√—Ã‰ Ì‰,AR,ARG,C?rdoba,,11181,1032258122
Capit?n Berm?dez,Capitan Bermudez,-32.8167,-60.7167,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Santa Fe,,29218,1032901343
Carcara??,Carcarana,-32.85,-61.15,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Santa Fe,,16277,1032358026
CarhuÈ,Carhue,-37.1667,-62.7333,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,7190,1032595269
Carmen de Areco,Carmen de Areco,-34.3833,-59.8167,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,14692,1032088260
Caseros,Caseros,-34.6167,-58.5333,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,95785,1032500630
Casilda,Casilda,-33.0442,-61.1681,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Santa Fe,minor,35058,1032000005
Castelar,Castelar,-34.65,-58.65,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,,107786,1032123891
Castelli,Castelli,-25.95,-60.6167,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Chaco,minor,9421,1032193694
Catamarca,Catamarca,-28.4686,-65.7792,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Catamarca,admin,159139,1032260908
Catriel,Catriel,-37.8778,-67.7917,Argentina,«·√—Ã‰ Ì‰,AR,ARG,R?o Negro,,17584,1032975217
Centenario,Centenario,-38.8167,-68.1333,Argentina,«·√—Ã‰ Ì‰,AR,ARG,NeuquÈn,,34421,1032495336
Ceres,Ceres,-29.8833,-61.95,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Santa Fe,,14499,1032855291
Cerrillos,Cerrillos,-24.9,-65.4833,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Salta,minor,11498,1032917216
Chacabuco,Chacabuco,-34.65,-60.49,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,34587,1032210547
Chajar?,Chajari,-30.7667,-57.9833,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Entre R?os,,45848,1032147348
Chamical,Chamical,-30.3592,-66.3133,Argentina,«·√—Ã‰ Ì‰,AR,ARG,La Rioja,minor,8989,1032026963
Charata,Charata,-27.2144,-61.1881,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Chaco,minor,18297,1032241417
Chascom?s,Chascomus,-35.575,-58.0089,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,21054,1032352363
Chepes,Chepes,-31.35,-66.6,Argentina,«·√—Ã‰ Ì‰,AR,ARG,La Rioja,minor,6020,1032137147
Chilecito,Chilecito,-29.1667,-67.5,Argentina,«·√—Ã‰ Ì‰,AR,ARG,La Rioja,minor,33724,1032078195
Chivilcoy,Chivilcoy,-34.9,-60.0167,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,54514,1032269915
Choele Choel,Choele Choel,-39.2858,-65.6542,Argentina,«·√—Ã‰ Ì‰,AR,ARG,R?o Negro,minor,10146,1032421959
Chos Malal,Chos Malal,-37.3833,-70.2667,Argentina,«·√—Ã‰ Ì‰,AR,ARG,NeuquÈn,minor,13092,1032817076
Chumbicha,Chumbicha,-28.8666,-66.2333,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Catamarca,minor,2572,1032994295
Cinco Saltos,Cinco Saltos,-38.8167,-68.0667,Argentina,«·√—Ã‰ Ì‰,AR,ARG,R?o Negro,,22790,1032470108
Ciudad General Belgrano,Ciudad General Belgrano,-34.7261,-58.5289,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,,92957,1032336348
Col?n,Colon,-32.2241,-58.1419,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Entre R?os,minor,24835,1032656120
Comallo,Comallo,-41.0333,-70.2667,Argentina,«·√—Ã‰ Ì‰,AR,ARG,R?o Negro,,741,1032806030
Comandante Fontana,Comandante Fontana,-25.3333,-59.6833,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Formosa,minor,4277,1032594164
Comandante Luis Piedra Buena,Comandante Luis Piedra Buena,-49.983,-68.91,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Santa Cruz,,6405,1032946044
Comodoro Rivadavia,Comodoro Rivadavia,-45.8667,-67.5,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Chubut,minor,730266,1032042035
Concepci?n del Uruguay,Concepcion del Uruguay,-32.4833,-58.2333,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Entre R?os,minor,72528,1032999059
Concordia,Concordia,-31.3922,-58.0169,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Entre R?os,minor,149450,1032923957
C?rdoba,Cordoba,-31.4167,-64.1833,Argentina,«·√—Ã‰ Ì‰,AR,ARG,C?rdoba,admin,1329604,1032803249
Coronda,Coronda,-31.9667,-60.9167,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Santa Fe,minor,18115,1032005345
Coronel Dorrego,Coronel Dorrego,-38.7,-61.2667,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,11510,1032800825
Coronel Su?rez,Coronel Suarez,-37.4667,-61.9333,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Buenos Aires,minor,23621,1032444981
Corral de Bustos,Corral de Bustos,-33.2833,-62.2,Argentina,«·√—Ã‰ Ì‰,AR,ARG,C?rdoba,,10407,1032324190
Corrientes,Corrientes,-27.4833,-58.8167,Argentina,«·√—Ã‰ Ì‰,AR,ARG,Corrientes,admin,352646,1032173097
Cruz del Eje,Cruz del Eje,-30.7333,-64.8,Argentina,«·√—Ã‰ Ì‰,AR,ARG,C?rdoba,minor,52172,1032976495
Cutral-C?,Cutral-Co,-38.9333,-69.2333,Argentina,«·√—Ã‰ Ì‰,AR,ARG,NeuquÈn,,35465,1032070013
